OBJECTID,Latitude,Longitude,Depth,Magnitude,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,T1_x,T1_y,T1_z,T1_az,T1_pl,T1_theta,P1_x,P1_y,P1_z,P1_az,P1_pl,P1_theta,B1_x,B1_y,B1_z,B1_az,B1_pl,B1_theta,tipo_falla1,T2_x,T2_y,T2_z,T2_az,T2_pl,T2_theta,P2_x,P2_y,P2_z,P2_az,P2_pl,P2_theta,B2_x,B2_y,B2_z,B2_az,B2_pl,B2_theta,tipo_falla2,ZONA
102,5.51,-82.6,23,6.29,354.8,84.9,112.2,252.5,22.7,-166.7,-0.207515654,0.667664762,-0.714955257,342.7343292,45.63953241,44.36046759,-0.335182047,-0.735152725,-0.589239737,204.5099148,36.10307614,53.89692386,0.919015913,-0.117363697,-0.37634494,97.2776131,22.10746275,67.89253725,OBLICUA,-0.610298683,-0.529109844,0.589557708,229.0757365,36.12562807,53.87437193,-0.089804263,-0.693221104,-0.71510817,187.3813503,45.65206481,44.34793519,-0.787064617,0.48937437,-0.375555607,301.8721724,22.05865692,67.94134308,OBLICUA,1
103,7.81,-82.64,23,4.93,268.4,46.1,-131.3,36.7,57.2,55.6,-0.890546777,-0.441998458,0.107535118,243.603758,6.173245299,83.8267547,0.12806908,-0.470450975,-0.873083152,164.7716066,60.81892273,29.18107727,-0.436491408,0.763749463,-0.475564936,330.2515479,28.3961393,61.6038607,NORMAL,-0.153975335,-0.461892086,0.873468544,198.4362111,60.86424322,29.13575678,0.864396665,-0.491211247,-0.107377446,119.6082978,6.164158772,83.83584123,-0.478654365,-0.738489818,-0.474892395,212.9494095,28.35234412,61.64765588,INVERSA,1
104,7.38,-82.38,21,4.84,358.8,74,92.2,186.7,16.1,-97.6,-0.016982232,0.48541539,-0.874118701,357.9963274,60.94084512,29.05915488,-0.045451971,-0.873715792,-0.484308614,182.9779257,28.96718459,61.03281541,0.998822167,-0.031505777,-0.03690073,91.8066777,2.114736229,87.88526377,INVERSA,-0.194325523,0.852647525,0.485004937,347.1611069,29.01279589,60.98720411,-0.148569343,0.463143731,-0.873741973,342.2145629,60.89643639,29.10356361,0.969620927,0.24184723,-0.036676635,75.99479395,2.101887807,87.89811219,NORMAL,1
105,5.21,-82.58,21,4.98,346.1,86.9,177.4,256,87.4,-176.9,-0.516492012,0.853403928,-0.070269033,328.8170864,4.02943975,85.97056025,0.855728626,0.517387626,-0.006209957,58.84215085,0.355806632,89.64419337,-0.031056726,0.063338617,0.997508747,333.8799723,85.95482986,4.04517014,TRANSCURRENTE,-0.857893813,-0.513790528,-0.006123654,239.0827102,0.35086172,89.64913828,0.512898973,-0.855567556,-0.070276607,149.0579914,4.029874759,85.97012524,-0.030868255,0.063430682,-0.997508747,334.0503383,85.95482986,4.04517014,TRANSCURRENTE,1
106,6.45,-82.66,12,5.02,345.1,83.1,172.3,254.2,82.4,-173,-0.499592843,0.84756349,-0.179005926,329.4829498,10.31186316,79.68813684,-0.860599801,-0.509200401,-0.009106779,239.3880107,0.521787218,89.47821278,0.098868463,-0.149502783,-0.983805847,146.52273,79.67465481,10.32534519,TRANSCURRENTE,-0.876476652,-0.481376194,0.008101749,241.2236452,0.464201098,89.5357989,0.472351352,-0.863056046,-0.178937032,151.3080725,10.30785105,79.69214895,-0.093128291,0.153007259,-0.98382717,328.6731002,79.68147313,10.31852687,TRANSCURRENTE,1
107,6.64,-82.69,23,5.94,350.8,81.6,126.1,249.5,36.9,-165.9,-0.312769175,0.674744451,-0.668502333,335.1305211,41.95157913,48.04842087,-0.536449728,-0.70630099,-0.461909733,217.2173972,27.51040789,62.48959211,0.783834888,-0.214146768,-0.582875655,105.2805351,35.65305612,54.34694388,OBLICUA,-0.76687939,-0.445445334,0.46203296,239.8496459,27.51836869,62.48163131,0.028469972,-0.742814275,-0.66889193,177.805089,41.98160091,48.01839909,-0.641159467,0.49980537,-0.582330774,307.9376138,35.6146444,54.3853556,OBLICUA,1
108,6.81,-82.64,22,5.06,282.3,86.6,144.4,189.9,54.5,-175.8,-0.543326358,-0.706921052,0.452834511,217.5452091,26.9256892,63.0743108,-0.835992625,0.406180879,-0.368962633,295.9135678,21.65165441,68.34834559,-0.076894733,0.579033435,0.811669564,352.4354709,54.25937452,35.74062548,OBLICUA,-0.798851074,0.47547398,0.368458214,300.7609924,21.62056271,68.37943729,-0.600903392,-0.6587151,-0.452779782,222.3721853,26.92217224,63.07782776,-0.027423984,0.583111406,-0.811929193,357.3073386,54.28484927,35.71515073,OBLICUA,1
109,5.79,-82.38,20,5.11,97.8,83,56.3,198.2,34.3,-12.5,-0.677558455,0.303184132,-0.670070088,294.1068759,42.07247443,47.92752557,0.713126774,0.493684312,-0.497720809,55.30586973,29.84932417,60.15067583,-0.179902039,0.815079863,0.550708701,347.553399,33.41564643,56.58435357,OBLICUA,-0.491863089,-0.714263204,-0.497894344,214.5524651,29.86078843,60.13921157,0.740777209,-0.042813395,-0.670385068,93.30774355,42.09679148,47.90320852,-0.457514839,0.698566453,-0.550168231,326.7778522,33.37855512,56.62144488,OBLICUA,1
110,5.26,-82.6,20,5.01,91.6,88.5,81.5,191.5,8.6,-10,-0.69120772,0.085250623,-0.717610075,277.0311097,45.85751469,44.14248531,0.721970036,0.124724252,-0.68059028,80.1985842,42.88978682,47.11021318,-0.031482634,0.988522227,0.147758761,358.1758502,8.497065715,81.50293428,OBLICUA,-0.637099157,-0.361417384,-0.680795226,240.4343681,42.90581607,47.09418393,0.679260473,0.154187894,-0.717517458,77.21093301,45.84989574,44.15010426,-0.364293665,0.919567055,-0.147263566,338.3886188,8.468379316,81.53162068,OBLICUA,1
111,6.98,-82.27,18,4.79,290.8,87.6,158.8,199.9,68.8,-177.4,-0.416326575,-0.863361981,0.285093446,205.7440878,16.56443437,73.43556563,-0.904556918,0.361605411,-0.225872328,291.7895398,13.0541795,76.9458205,-0.091918248,0.351919902,0.931505995,345.3618935,68.67080224,21.32919776,TRANSCURRENTE,-0.892544003,0.390357367,0.225801523,293.6223387,13.05001508,76.94998492,-0.443751877,-0.849417196,-0.285612848,207.5834322,16.59548495,73.40451505,-0.080308617,0.355121885,-0.931364039,347.257254,68.64845186,21.35154814,TRANSCURRENTE,1
112,6.46,-82.23,30,4.97,174.3,83.5,73.2,284.9,18,-21.5,-0.265533137,-0.602537593,-0.752622483,203.7826751,48.81805902,41.18194098,-0.125976692,0.795637669,-0.592528963,351.0028054,36.33667724,53.66332276,-0.955835774,0.062523183,0.287173859,273.7425031,16.68883449,73.31116551,OBLICUA,-0.618513947,0.516221752,0.592415057,309.848922,36.32857595,53.67142405,-0.196192114,0.628592903,-0.752581966,342.6661702,48.81453353,41.18546647,0.760887082,0.581709605,0.28751484,52.60154432,16.70923149,73.29076851,OBLICUA,1
113,5.5,-82.59,19,4.99,355.8,84.4,104.2,244.7,15.2,-158.2,-0.126351761,0.647832375,-0.751231287,348.963708,48.69714864,41.30285136,-0.229431894,-0.755851935,-0.613228227,196.8851838,37.82329261,52.17670739,0.965088721,-0.09487395,-0.244136632,95.61447542,14.13081711,75.86918289,OBLICUA,-0.677293707,-0.406037959,0.61351969,239.057289,37.84443692,52.15556308,-0.34206759,-0.564498618,-0.751219724,211.2144842,48.6961449,41.3038551,-0.651354741,0.718661594,-0.243438936,317.8125945,14.08959847,75.91040153,OBLICUA,1
114,5.86,-82.6,24,5.71,350.9,85.1,143.1,257.2,53.3,-173.9,-0.452655063,0.749279428,-0.483408453,328.8629654,28.90825111,61.09174889,-0.675506901,-0.642031089,-0.362610682,226.4554496,21.26061375,68.73938625,0.58205998,-0.162408185,-0.796762048,105.5903307,52.82200372,37.17799628,OBLICUA,-0.752413229,-0.550076847,0.362339336,233.8300808,21.24393232,68.75606768,0.353291061,-0.801286699,-0.482830252,156.2070928,28.87041399,61.12958601,-0.555931433,0.235276621,-0.797235946,292.9386441,52.86695938,37.13304062,OBLICUA,1
115,6.85,-82.4,27,4.81,356.3,81.6,98.2,220.9,11.7,-134,-0.06209975,0.602544325,-0.795665732,354.1157267,52.71818102,37.28181898,-0.152383182,-0.793581887,-0.589073132,190.8696018,36.09126239,53.90873761,0.986368586,-0.084664782,-0.141098858,94.90594881,8.111437403,81.8885626,OBLICUA,-0.791272655,0.163253206,0.589267322,281.657537,36.10503234,53.89496766,-0.60350311,-0.053513886,-0.795562858,264.9327163,52.70845134,37.29154866,0.098344203,0.985131796,-0.140867892,5.7008625,8.098070526,81.90192947,OBLICUA,1
116,5.15,-82.63,31,5.19,350.1,88.6,-178.7,80.1,88.7,1.4,-0.574794862,0.818296604,-0.00123858,324.9147016,0.070965439,89.92903456,0.817866747,0.574442495,-0.033313737,54.91706701,1.909089787,88.09091021,0.026549025,0.020161559,0.999444176,52.78664976,88.08959071,1.910409285,TRANSCURRENTE,-0.574476136,0.817843103,-0.03331408,324.9147097,1.909109398,88.0908906,0.818320248,0.57476122,-0.001229345,54.91705755,0.070436281,89.92956372,-0.01814223,0.027967815,0.999444176,327.0292342,88.08959071,1.910409285,TRANSCURRENTE,1
117,6.88,-82.39,21,6.18,353,83.2,118.6,250.7,29.3,-166,-0.259353218,0.665189608,-0.700184757,338.6995045,44.44182897,45.55817103,-0.430490106,-0.7286085,-0.532736259,210.5762379,32.19051995,57.80948005,0.864531189,-0.163255748,-0.475324504,100.6936575,28.38048055,61.61951945,OBLICUA,-0.694161435,-0.483865101,0.532930077,235.1215821,32.2036429,57.7963571,-0.040965007,-0.712611237,-0.700362116,183.2900712,44.45606383,45.54393617,-0.718652747,0.507995855,-0.474845701,305.2554394,28.34930414,61.65069586,OBLICUA,1
118,6.88,-82.36,25,4.9,208.8,86.9,-175.3,299.1,85.3,3.1,-0.959221055,0.281975564,-0.019614995,286.3813884,1.123928534,88.87607147,-0.278915446,-0.955495746,-0.096093986,196.2728695,5.514288696,84.4857113,0.045838201,0.08670445,-0.995178978,27.86414716,84.37164048,5.628359521,TRANSCURRENTE,-0.956422713,0.275735301,0.096050186,286.0821959,5.511767457,84.48823254,0.275122633,0.961204647,-0.019828364,15.97254655,1.136156049,88.86384395,0.097791265,-0.007461282,0.995178978,94.36310241,84.37164048,5.628359521,TRANSCURRENTE,1
119,5.03,-82.63,24,5.17,359.7,85.1,90.5,185.5,4.9,-95.8,-0.002797888,0.644149409,-0.764894575,359.7511351,49.89761384,40.10238616,-0.010175597,-0.764876307,-0.644096804,180.7621943,40.09799065,49.90200935,0.999944313,-0.005981148,-0.008694643,90.34270954,0.498172602,89.5018274,OBLICUA,-0.144097401,0.750960896,0.644432829,349.1378833,40.12316426,49.87683574,-0.132519448,0.630719254,-0.764612201,348.1342695,49.87250407,40.12749593,0.980650057,0.195578514,-0.008631918,78.72105355,0.494578611,89.50542139,OBLICUA,1
120,7.23,-82.33,23,5.13,353.6,86.8,132.1,260.1,42.2,-175.2,-0.395675871,0.725343103,-0.563309851,331.3874596,34.28500646,55.71499354,-0.553070948,-0.677865616,-0.484366321,219.2110254,28.97096384,61.02903616,0.733180149,-0.119898247,-0.669381266,99.28747195,42.01932854,47.98067146,OBLICUA,-0.632231394,-0.604935785,0.484082804,226.2639112,28.95239766,61.04760234,0.303579483,-0.768260929,-0.563573104,158.4384701,34.30326364,55.69673636,-0.712827442,0.209351002,-0.669364771,286.3670387,42.01805641,47.98194359,OBLICUA,1
121,7.05,-82.38,12,5.28,357,76.4,97.3,205.6,15.4,-117.7,-0.062387041,0.526343769,-0.847980008,353.2403223,57.99263895,32.00736105,-0.134325976,-0.846332873,-0.515438843,189.018492,31.02679235,58.97320765,0.988971379,-0.081749038,-0.123501844,94.72536464,7.094247395,82.9057526,INVERSA,-0.638363827,0.571655744,0.515462254,311.8444919,31.02835769,58.97164231,-0.4760927,0.232969776,-0.847974542,296.0742139,57.99204809,32.00795191,0.604836643,0.78672409,-0.123441649,37.5532275,7.09077187,82.90922813,NORMAL,1
122,6.63,-82.4,24,5.83,355.4,84.7,107.5,249.1,18.3,-162.9,-0.160475265,0.656776335,-0.736812415,346.2694992,47.46058549,42.53941451,-0.273408773,-0.746855159,-0.606180678,200.1066703,37.31385049,52.68614951,0.948417277,-0.104173974,-0.299420191,96.26822987,17.42278182,72.57721818,OBLICUA,-0.632932783,-0.481753791,0.606060539,232.7235948,37.30519613,52.69480387,-0.218097053,-0.640164153,-0.736629848,198.8134255,47.44511614,42.55488386,-0.742852454,0.598417197,-0.300111796,308.8537615,17.46431798,72.53568202,OBLICUA,1
123,6.53,-82.4,25,5.09,356.7,78.9,96.7,208.1,12.9,-120.7,-0.050202299,0.562497383,-0.825273544,354.8999247,55.61623433,34.38376567,-0.130087203,-0.822958855,-0.553006368,188.9825664,33.57350787,56.42649213,0.990230806,-0.079595336,-0.114488138,94.59558812,6.574102546,83.42589745,INVERSA,-0.671960735,0.49201786,0.553522534,306.212044,33.60901078,56.39098922,-0.52325129,0.213509818,-0.824997967,292.197646,55.5882852,34.4117148,0.52409623,0.84399762,-0.113978766,31.83899287,6.544725331,83.45527467,NORMAL,1
124,5.68,-82.41,14,5,93.5,89.2,24.2,183.9,65.8,-0.9,-0.741053819,0.600846766,-0.299703855,309.0351546,17.43981685,72.56018315,0.670384355,0.687174023,-0.27995835,44.29142784,16.25771894,73.74228106,-0.037736634,0.40838098,0.912031206,354.7205495,65.78757589,24.21242411,TRANSCURRENTE,-0.661205048,-0.696103267,-0.279728666,223.5271731,16.24401134,73.75598866,0.748940191,-0.590842248,-0.299990048,128.2700655,17.45700536,72.54299464,-0.043548538,0.407854975,-0.91200759,353.9053592,65.78427681,24.21572319,TRANSCURRENTE,1
125,6.03,-82.54,26,4.94,94.2,82.1,78.8,219,13.7,-35.5,-0.613492876,0.092662161,-0.784244997,278.5890511,51.6509035,38.3490965,0.783537182,0.195253636,-0.589869056,76.0071687,36.14771654,53.85228346,-0.098468145,0.976365578,0.192390963,354.2410943,11.09235106,78.90764894,OBLICUA,-0.090925888,-0.802459167,-0.589738729,186.4645586,36.1384698,53.8615302,0.301710283,0.542162118,-0.784239213,29.09570091,51.65036944,38.34963056,-0.949053944,0.249237886,-0.19281361,284.7145857,11.117029,78.882971,OBLICUA,1
126,7.45,-82.26,19,4.82,101.1,80.4,48.3,201.7,42.6,-14.3,-0.6883229,0.344312792,-0.6384828,296.5751284,39.67877855,50.32122145,0.680000391,0.612767148,-0.402636177,47.97711188,23.7430824,66.2569176,-0.252608499,0.711312255,0.655914493,340.4485104,40.98902811,49.01097189,OBLICUA,-0.412134206,-0.817506238,-0.402279688,206.754311,23.72077036,66.27922964,0.766073245,-0.071903293,-0.638718796,95.36204724,39.69634953,50.30365047,-0.493231366,0.571413569,-0.655903463,319.1999768,40.98819084,49.01180916,OBLICUA,1
127,6.79,-82.72,22,4.92,338.6,84,178.9,248.5,88.9,-174,-0.402158831,0.911387531,-0.087413064,336.1900521,5.014799884,84.98520012,0.915345751,0.398111147,-0.060412507,66.49434191,3.463490619,86.53650938,0.02025909,0.104308599,0.994338617,10.99129426,83.90036283,6.09963717,TRANSCURRENTE,-0.916839353,-0.394672716,-0.060324522,246.7095259,3.458440266,86.54155973,0.398727303,-0.912888203,-0.087473806,156.405468,5.018293531,84.98170647,0.02054602,0.104252461,-0.994338617,11.14894458,83.90036283,6.09963717,TRANSCURRENTE,1
128,5.49,-82.65,21,4.79,15.4,85.1,10.9,106.3,79.1,-5,-0.485362014,-0.852604638,0.193620883,209.6515496,11.16417065,78.83582935,0.859542542,-0.5058492,-0.072823112,120.4772279,4.176153672,85.82384633,-0.160032291,-0.131079814,-0.978369944,230.6796595,78.06142785,11.93857215,TRANSCURRENTE,-0.875331848,0.477950602,-0.073194109,298.6355192,4.197467155,85.80253285,-0.457549117,-0.867712273,-0.194227231,207.8029106,11.19958411,78.80041589,0.156342449,0.136523381,-0.978222063,48.87146648,78.02053753,11.97946247,TRANSCURRENTE,1
129,5.4,-82.61,20,4.98,98.4,82.2,63.2,203.4,27.8,-16.9,-0.654884622,0.225570887,-0.721279354,289.0059464,46.16020752,43.83979248,0.731213565,0.430252059,-0.529348551,59.52709547,31.96144958,58.03855042,-0.190926305,0.874071473,0.44670595,347.6782315,26.5325367,63.4674633,OBLICUA,-0.4177369,-0.738237338,-0.529623938,209.5036632,31.98004934,58.01995066,0.679683858,0.132913633,-0.721362474,78.93531773,46.16708371,43.83291629,-0.602930954,0.661316565,-0.446245073,317.6441609,26.50302572,63.49697428,OBLICUA,1
130,5.31,-82.64,24,6.29,353.5,83.6,116.7,251,27.4,-166,-0.24409759,0.664186227,-0.706592543,339.8209244,44.95834723,45.04165277,-0.403193394,-0.732179728,-0.548951668,208.8404973,33.29512268,56.70487732,0.881958873,-0.150895667,-0.446518806,99.70881611,26.52055257,63.47944743,OBLICUA,-0.674654247,-0.493334305,0.549056381,233.8242279,33.30230084,56.69769916,-0.059291113,-0.705220825,-0.706504177,184.805814,44.95119271,45.04880729,-0.735748741,0.509200208,-0.446529884,304.6865031,26.52126194,63.47873806,OBLICUA,1
131,5.42,-82.6,18,6.29,199.9,89.7,-162.3,290,72.3,0.3,-0.874474018,0.436642398,-0.211278507,296.5338755,12.19728652,77.80271348,-0.39311124,-0.893107595,-0.218683278,203.7572283,12.63170733,77.36829267,0.28418083,0.108176889,-0.952648422,69.16006439,72.29753919,17.70246081,TRANSCURRENTE,-0.873792014,0.43444272,0.218510959,296.4362143,12.62158951,77.37841049,0.392224644,0.8952351,-0.211456719,23.65941507,12.20773337,77.79226663,0.287484513,0.099063809,0.952648422,70.98664628,72.29753919,17.70246081,TRANSCURRENTE,1
132,5.13,-82.64,22,4.73,351.4,77.1,117.4,238.1,30.1,-153.5,-0.23964051,0.591594621,-0.769797526,337.9483344,50.33571031,39.66428969,-0.445778047,-0.771426321,-0.454074184,210.0219902,27.00538139,62.99461861,0.862469918,-0.234344268,-0.448584892,105.2010132,26.65292827,63.34707173,OBLICUA,-0.86720527,-0.205601258,0.453523035,256.6622982,26.96994388,63.03005612,-0.2650778,-0.580392599,-0.769985838,204.547201,50.35261712,39.64738288,-0.42153147,0.787954664,-0.448819191,331.8545912,26.6679497,63.3320503,OBLICUA,1
133,6.12,-82.47,14,5.01,89.9,20.1,-3.1,357,88.9,110.1,-0.277681838,0.706557773,-0.650898541,338.5448478,40.60938228,49.39061772,-0.208325622,-0.705709529,-0.677181287,196.4466131,42.62376961,47.37623039,0.937813005,0.052442101,-0.343156807,86.79937791,20.06932096,69.93067904,OBLICUA,-0.206337954,0.705995038,-0.677492181,343.7081826,42.64798268,47.35201732,-0.280338533,-0.706020129,-0.650342898,201.6564806,40.56745987,49.43254013,0.937461975,-0.055736741,-0.343596362,93.40251149,20.09613603,69.90386397,OBLICUA,1
134,5.64,-82.58,27,4.76,11.5,85.1,-48.9,275.9,41.3,172.6,-0.305969496,-0.827652785,-0.470503491,200.2885166,28.06698419,61.93301581,-0.586887893,0.553105251,-0.591301262,313.3025893,36.24940419,53.75059581,-0.749630088,-0.095212653,0.654972734,262.7614584,40.91758253,49.08241747,OBLICUA,-0.324082711,-0.738442352,0.591331793,203.6953927,36.25157336,53.74842664,0.604356297,-0.642497514,-0.471116133,136.7521296,28.10677157,61.89322843,-0.727821312,-0.2046945,-0.654504621,254.2917448,40.88209838,49.11790162,OBLICUA,1
135,7.52,-82.83,28,5.17,176.8,70.3,95,11.3,20.3,-103.7,-0.037625932,0.431037329,0.901549283,355.0112061,64.36246683,25.63753317,0.11194894,0.898327054,-0.424824597,7.103541619,25.13956148,64.86043852,0.993001372,-0.084943065,0.082054565,94.88927826,4.706671985,85.29332802,INVERSA,-0.338544908,0.839578859,-0.424846659,338.0391398,25.14095784,64.85904216,0.242405676,-0.358449001,-0.901528592,145.9309787,64.35972698,25.64027302,0.909190208,0.408193156,0.082167597,65.82166343,4.71317018,85.28682982,NORMAL,1
136,6.51,-82.42,20,5.12,358.2,80.8,94.8,205.9,10.4,-117.3,-0.040753555,0.58692388,-0.808615797,356.0279944,53.96091068,36.03908932,-0.08460365,-0.808408762,-0.582509653,185.9745149,35.62725255,54.37274745,0.995580921,-0.044672509,-0.082601434,92.56918392,4.738112008,85.26188799,OBLICUA,-0.617449693,0.529112907,0.582061344,310.5943566,35.59565762,54.40434238,-0.505937418,0.299462442,-0.808918769,300.6211292,53.99042636,36.00957364,0.602314873,0.793953259,-0.082795026,37.18495854,4.749242126,85.25075787,OBLICUA,1
137,5.78,-82.66,24,4.97,353.2,79.6,111,238,23.3,-152.9,-0.183383029,0.602271914,-0.776942216,343.0652709,50.98145389,39.01854611,-0.348080594,-0.778923361,-0.521649592,204.0786258,31.44296806,58.55703194,0.91935334,-0.174776826,-0.352480491,100.7639634,20.6391083,69.3608917,OBLICUA,-0.82165836,-0.228834801,0.522026985,254.4372893,31.46831611,58.53168389,-0.347272285,-0.52526412,-0.776852344,213.4702222,50.9732756,39.0267244,-0.451972896,0.819592727,-0.352119671,331.1250062,20.6170186,69.3829814,OBLICUA,1
138,5.22,-82.64,19,5.1,356.5,80.8,97.1,214.4,11.6,-127.3,-0.05147269,0.5900675,-0.805711429,355.0146019,53.67901792,36.32098208,-0.136697764,-0.803350132,-0.579605285,189.6569345,35.42278529,54.57721471,0.989274625,-0.080305107,-0.1220115,94.64085195,7.008206219,82.99179378,OBLICUA,-0.745183529,0.329864364,0.579561049,293.8771473,35.41967509,54.58032491,-0.584525487,0.095229212,-0.805767554,279.2531694,53.68444742,36.31555258,0.320985144,0.939212914,-0.121850888,18.86836173,6.99893463,83.00106537,OBLICUA,1
139,7.63,-82.05,12,5.28,295.5,44.3,89.5,114.8,45.7,-89.5,-0.008352984,-0.010820745,-0.999906565,217.6660483,89.21675916,0.783240845,0.899844023,0.436040158,-0.012235805,64.14642238,0.701077496,89.2989225,-0.436131817,0.899862152,-0.006094746,334.1421492,0.349205372,89.65079463,INVERSA,-0.910280928,-0.413811366,0.012197731,245.5535775,0.698895849,89.30110415,-0.008519121,-0.010733859,-0.9999061,218.4379075,89.21481178,0.785188224,-0.413903438,0.910299367,-0.006245518,335.5492122,0.357844151,89.64215585,NORMAL,1
140,7.8,-82.38,32,5.97,81.9,73.6,-108.9,211.4,24.8,42.3,-0.890840092,-0.104566932,0.44211954,263.3052484,26.23919449,63.76080551,-0.452300089,0.295724087,-0.841410657,303.1775722,57.28938267,32.71061733,0.042761666,0.949533054,0.310738506,2.578539721,18.10374191,71.89625809,NORMAL,-0.51695352,-0.156910868,-0.841509381,253.1153857,57.29985137,32.70014863,0.826013737,-0.349411047,-0.442281841,112.9287878,26.24956246,63.75043754,0.224633846,0.923737463,-0.310239803,13.66784901,18.07368272,71.92631728,INVERSA,1
141,7.27,-82.66,22,4.93,154.7,21.5,93.8,338.8,68.5,-91.5,-0.212158181,-0.339167234,0.916490313,212.0270813,66.41826568,23.58173432,-0.433662465,-0.80776317,-0.399318831,208.2299426,23.53560219,66.46439781,-0.875742983,0.482166204,-0.024289466,298.8362827,1.391820757,88.60817924,INVERSA,-0.314342123,-0.861607772,-0.398523621,200.0435897,23.48591532,66.51408468,0.161486793,0.36515241,-0.916834627,23.85716636,66.46762675,23.53237325,-0.935473701,0.352556044,-0.024355493,290.6501394,1.395604933,88.60439507,NORMAL,1
142,7.36,-82.41,18,6.48,354.6,77.5,100.3,214.6,16.1,-128.9,-0.075074686,0.549268764,-0.832266554,352.2169747,56.33227676,33.66772324,-0.205009192,-0.825294735,-0.526174716,193.9503214,31.74735829,58.25264171,0.975876541,-0.131119892,-0.174563889,97.65249637,10.05328013,79.94671987,INVERSA,-0.7770811,0.344472894,0.526766922,293.9072688,31.78726791,58.21273209,-0.554382922,0.021653508,-0.831979988,272.236765,56.30267115,33.69732885,0.298000906,0.93854651,-0.174143358,17.61533035,10.02881068,79.97118932,NORMAL,1
143,7.32,-82.43,19,4.76,9.1,64.2,-69.6,229.6,32.5,125.8,-0.097067433,-0.95241386,-0.288939012,185.8193369,16.7944469,73.2055531,-0.298441087,0.304803874,-0.904448736,315.6043106,64.74913908,25.25086092,-0.949479242,0.001561244,0.313825957,270.0942123,18.28995246,71.71004754,NORMAL,-0.189059859,-0.382244831,0.904513825,206.3171877,64.7578828,25.2421172,0.389599893,-0.874722882,-0.288221796,155.9919005,16.75152748,73.24847252,-0.901370231,-0.297907317,-0.31429753,251.711024,18.31841152,71.68158848,INVERSA,1
144,7.6,-82.39,22,5.27,96.5,77.2,78.6,234.2,17.1,-49,-0.54834352,0.078193234,-0.832589456,278.1156068,56.36566392,33.63433608,0.821861065,0.234308327,-0.519272566,74.08742386,31.2834693,58.7165307,-0.154479041,0.969012604,0.192745428,350.9421827,11.11304777,78.88695223,INVERSA,-0.31096892,0.796247385,0.518930085,338.6672122,31.26051106,58.73948894,0.026300465,0.553001033,-0.832765359,2.72290815,56.38386412,33.61613588,0.950056112,0.245316042,0.19290781,75.52177496,11.12252954,78.87747046,NORMAL,1
145,7.35,-82.32,12,5.27,220.4,86.9,177.9,130.3,87.9,-176.9,-0.994838427,0.078651632,0.064112594,274.5203849,3.675902238,86.32409776,-0.079599732,-0.996750197,-0.012366397,184.5659086,0.708560406,89.29143959,-0.062931603,0.017405912,-0.997866047,285.4606243,86.2562458,3.743754203,TRANSCURRENTE,-0.083314252,-0.996447378,0.012302799,184.7794573,0.704916218,89.29508378,-0.994537266,0.082362817,-0.064124828,274.7341591,3.676604668,86.32339533,-0.062883724,0.017578104,0.997866047,285.617455,86.2562458,3.743754203,TRANSCURRENTE,1
146,5.06,-82.55,32,4.85,102.6,78.8,48,204.8,43.2,-16.5,-0.680540017,0.332704178,-0.652819435,296.0532048,40.75451404,49.24548596,0.673329871,0.635329952,-0.378130581,46.6632461,22.21793454,67.78206546,-0.288950116,0.696895818,0.656387118,337.4799035,41.02491245,48.97508755,OBLICUA,-0.351020263,-0.856688195,-0.377981628,202.2809231,22.20871599,67.79128401,0.757090063,-0.02212737,-0.652935691,91.67409954,40.76330783,49.23669217,-0.550998559,0.515359792,-0.656357275,313.08583,41.022646,48.977354,OBLICUA,1
147,6.04,-82.4,20,5.11,355.1,80.6,102.5,228.7,15.6,-142.6,-0.102529595,0.595795738,-0.796564574,350.2356938,52.80328439,37.19671561,-0.221705314,-0.794328864,-0.565586783,195.5949618,34.44304853,55.55695147,0.969708428,-0.118613215,-0.213533298,96.97368797,12.32949333,77.67050667,INVERSA,-0.824370234,-0.023494048,0.565563212,268.3675471,34.44141091,55.55858909,-0.538656928,-0.27449932,-0.796554353,242.9966302,52.80231565,37.19768435,-0.173961004,0.961300241,-0.213633837,349.7425201,12.33538988,77.66461012,NORMAL,1
148,7.56,-82.4,15,5.07,40,28.2,-4,306.5,88.1,118.1,-0.297629878,-0.742681693,0.599866951,201.8384572,36.86036927,53.13963073,-0.727196932,-0.230743614,-0.646484344,252.3954788,40.27705792,49.72294208,-0.618547555,0.628634463,0.471399655,315.4633844,28.12518958,61.87481042,OBLICUA,-0.35336661,-0.675799677,0.646859208,207.6044661,40.30521606,49.69478394,-0.782833656,-0.164944293,-0.599970705,258.1017262,36.86779959,53.13220041,-0.512155744,0.718392773,0.470752926,324.5142136,28.08318172,61.91681828,OBLICUA,1
149,5.22,-82.64,21,5.04,350.4,74.5,113.3,228.6,27.7,-145,-0.191085187,0.547366768,-0.814785906,340.7559568,54.56619826,35.43380174,-0.418354176,-0.796328178,-0.43685377,207.7153697,25.90331094,64.09668906,0.887956212,-0.257392802,-0.381159692,106.1653438,22.40553516,67.59446484,INVERSA,-0.89896976,0.020358856,0.437537299,271.2973486,25.94685636,64.05314364,-0.4058573,-0.414378256,-0.814598375,224.4048085,54.54766946,35.45233054,-0.164721652,0.909877012,-0.380776312,349.7384706,22.3817775,67.6182225,NORMAL,1
